localadmin_id|localadmin_name|locality_id|locality_name|lat|lon
404474903|Falmouth|85948991|Falmouth Foreside|43.734469|-70.214952
404474903|Falmouth|85949007|Falmouth|43.7118|-70.23426
404475019|Paris|85948979|South Paris|44.219006|-70.511309
404475247|Baileyville|85948953|Woodland|45.159753|-67.412431
404475339|Lisbon|85949027|Lisbon Falls|44.008586|-70.05712
404475441|Standish|85949023|Steep Falls|43.790519|-70.627453
404475441|Standish|85949021|Standish|43.735344|-70.552499
404475443|Windham|85948999|North Windham|43.823771|-70.428779
404475443|Windham|85948997|South Windham|43.738|-70.423605
404475445|Yarmouth|85949005|Yarmouth|43.801705|-70.187455
404475445|Yarmouth|85949011|Cousins Island|43.762925|-70.140895
404475445|Yarmouth|85949025|Littlejohn Island|43.76029|-70.127112
404475459|Jay|85948919|Chisholm|44.491725|-70.191861
404475515|Brunswick|85948987|Brunswick Station|43.886437|-69.932636
404475515|Brunswick|85948985|Brunswick|43.907678|-69.945654
404475523|Cumberland|85948989|Cumberland Center|43.798215|-70.254102
404475529|Gorham|85948995|Gorham|43.682195|-70.441296
404475529|Gorham|85949015|Little Falls|43.731121|-70.430041
404475789|Kennebunk|85949063|West Kennebunk|43.414187|-70.580993
404475789|Kennebunk|85949039|Kennebunk|43.384107|-70.544165
404475793|Kittery|85949045|Kittery Point|43.088323|-70.698782
404475793|Kittery|85949043|Kittery|43.091734|-70.737443
404475815|Sanford|85949059|South Sanford|43.399184|-70.713579
404475815|Sanford|85949061|Springvale|43.466817|-70.801325
404475815|Sanford|85949053|Sanford|43.440073|-70.78015
404475819|Waterboro|85949047|Lake Arrowhead|43.6634|-70.738187
404475823|York|85949065|York Harbor|43.143472|-70.649059
404475823|York|85949035|Cape Neddick|43.170865|-70.621184
404475891|Eliot|85949057|South Eliot|43.128718|-70.795235
404475895|Bourne|85950589|Sagamore|41.784133|-70.5332
404475895|Bourne|85950565|Monument Beach|41.718717|-70.607105
404475895|Bourne|85950527|Bourne|41.731515|-70.616266
404475895|Bourne|85950579|Pocasset|41.688569|-70.638143
404475895|Bourne|85950533|Buzzards Bay|41.755023|-70.612858
404475897|Chatham|85950517|West Chatham|41.680577|-69.991753
404475897|Chatham|85950537|Chatham|41.676334|-69.963211
404475899|Dennis|85950539|Dennis|41.732944|-70.199337
404475899|Dennis|85950541|Dennis Port|41.667816|-70.135953
404475899|Dennis|85950519|West Dennis|41.665618|-70.166052
404475899|Dennis|85950509|South Dennis|41.705149|-70.153724
404475899|Dennis|85950543|East Dennis|41.739457|-70.157727
404475931|Mansfield|85950671|Mansfield Center|42.022493|-71.218056
404475937|Tisbury|85950437|Vineyard Haven|41.456989|-70.604823
404476041|Lakeville|85950469|North Lakeville|41.861981|-70.941043
404476043|Marion|85950457|Marion Center|41.704242|-70.762864
404476045|Marshfield|85950463|Marshfield Hills|42.148619|-70.731477
404476045|Marshfield|85950447|Green Harbor-Cedar Crest|42.074885|-70.658429
404476045|Marshfield|85950479|Ocean Bluff-Brant Rock|42.102354|-70.657376
404476045|Marshfield|85950461|Marshfield|42.093964|-70.704864
404476051|Rockland|85950499|Southfield|42.149674|-70.928953
404476055|Ashburnham|85950743|South Ashburnham|42.613808|-71.938386
404476071|North Brookfield|85950721|East Brookfield|42.230447|-72.047387
404476071|North Brookfield|85950737|North Brookfield|42.271169|-72.084211
404476089|Yarmouth|85950535|Yarmouth Port|41.710057|-70.225874
404476089|Yarmouth|85950523|West Yarmouth|41.647414|-70.249358
404476089|Yarmouth|85950511|South Yarmouth|41.668616|-70.200499
404476103|Great Barrington|85950601|Housatonic|42.24874|-73.362647
404476103|Great Barrington|85950599|Great Barrington|42.193581|-73.362164
404476135|Norton|85950679|Norton Center|41.972537|-71.185353
404476139|Raynham|85950683|Raynham Center|41.932711|-71.043086
404476141|Seekonk|85950673|North Seekonk|41.888127|-71.329823
404476145|Swansea|85950687|Somerset|41.740455|-71.161194
404476145|Swansea|85950681|Ocean Grove|41.728164|-71.209783
404476149|Westport|85950677|North Westport|41.653956|-71.092715
404476163|Acushnet|85950667|Acushnet Center|41.685012|-70.906481
404476169|Dartmouth|85950685|Smith Mills|41.643156|-70.99194
404476169|Dartmouth|85950669|Bliss Corner|41.605456|-70.942113
404476181|Falmouth|85950545|East Falmouth|41.570763|-70.555541
404476181|Falmouth|85950515|Teaticket|41.562393|-70.585729
404476181|Falmouth|85950521|West Falmouth|41.601369|-70.638875
404476181|Falmouth|85950553|Falmouth|41.551682|-70.60886
404476181|Falmouth|85950525|Woods Hole|41.529252|-70.666464
404476181|Falmouth|85950573|North Falmouth|41.641075|-70.633666
404476183|Harwich|85950547|East Harwich|41.708108|-70.03397
404476183|Harwich|85950559|Harwich Port|41.67025|-70.064
404476183|Harwich|85950557|Harwich Center|41.692362|-70.069392
404476183|Harwich|85950575|Northwest Harwich|41.69018|-70.102489
404476185|Mashpee|85950581|Popponesset|41.573945|-70.463373
404476185|Mashpee|85950563|Monomoscoy Island|41.571033|-70.502716
404476185|Mashpee|85950593|Seabrook|41.583128|-70.499145
404476185|Mashpee|85950595|Seconsett Island|41.566097|-70.512314
404476185|Mashpee|85950561|Mashpee Neck|41.611782|-70.466709
404476185|Mashpee|85950569|New Seabury|41.569027|-70.480785
404476185|Mashpee|85950583|Popponesset Island|41.585502|-70.458992
404476193|Sandwich|85950591|Sandwich|41.757276|-70.499643
404476193|Sandwich|85950555|Forestdale|41.684639|-70.508101
404476193|Sandwich|85950551|East Sandwich|41.736431|-70.434216
404476213|Marblehead|85950403|Salem|42.515753|-70.854443
404476221|Buckland|85950759|Shelburne Falls|42.606273|-72.743348
404476229|Deerfield|85950767|Deerfield|42.546343|-72.602402
404476229|Deerfield|85950761|South Deerfield|42.479526|-72.594737
404476243|Montague|85950763|Turners Falls|42.59751|-72.557273
404476243|Montague|85950753|Millers Falls|42.579228|-72.492544
404476361|Monson|85950773|Monson Center|42.098984|-72.304809
404476381|Amherst|85950863|South Amherst|42.338927|-72.519434
404476381|Amherst|85950861|North Amherst|42.407357|-72.522729
404476381|Amherst|85950851|Amherst Center|42.375687|-72.518846
404476395|Littleton|85950641|Littleton Common|42.535254|-71.47274
404476413|Pepperell|85950645|Pepperell|42.669489|-71.590413
404476413|Pepperell|85950625|East Pepperell|42.665325|-71.563411
404476421|Nantucket|85950505|Madaket|41.281793|-70.186394
404476421|Nantucket|85950503|Nantucket|41.272749|-70.094641
404476421|Nantucket|85950507|Siasconset|41.26406|-69.971006
404476463|Wayland|85950623|Cochituate|42.32901|-71.357647
404476471|Billerica|85950647|Pinehurst|42.533357|-71.233956
404476481|Concord|85950661|West Concord|42.451757|-71.403541
404476507|Duxbury|85950487|South Duxbury|42.016756|-70.689163
404476507|Duxbury|85950445|Duxbury|42.042757|-70.67487
404476521|Mattapoisett|85950465|Mattapoisett Center|41.666582|-70.805413
404476523|Middleborough|85950467|Middleborough Center|41.89454|-70.92606
404476545|Douglas|85950723|East Douglas|42.077928|-71.712075
404476559|Pembroke|85950471|North Pembroke|42.098844|-70.782071
404476561|Plymouth|85950483|Plymouth|41.957876|-70.663581
404476561|Plymouth|85950501|The Pinehills|41.888192|-70.599966
404476565|Scituate|85950485|Scituate|42.186416|-70.734111
404476565|Scituate|85950475|North Scituate|42.212122|-70.765104
404476567|Wareham|85950489|Wareham Center|41.750767|-70.719855
404476567|Wareham|85950481|Onset|41.748126|-70.66699
404476567|Wareham|85950493|Weweantic|41.738419|-70.733695
404476567|Wareham|85950491|West Wareham|41.789982|-70.754994
404476567|Wareham|85950497|White Island Shores|41.793318|-70.638907
404476581|Millis|85950831|Millis-Clicquot|42.164805|-71.354422
404476613|Southborough|85950719|Cordaville|42.272678|-71.522126
404476619|Sturbridge|85950751|Sturbridge|42.100112|-72.06346
404476619|Sturbridge|85950725|Fiskdale|42.12269|-72.10865
404476625|Templeton|85950713|Baldwinville|42.604821|-72.077138
404476651|Harvard|85950627|Devens|42.543795|-71.614687
404476655|Lancaster|85950745|South Lancaster|42.437321|-71.691988
404476673|Northbridge|85950701|Whitinsville|42.114513|-71.668864
404476755|Hampton|85975123|Hampton|42.942802|-70.826089
404476755|Hampton|85975133|Hampton Beach|42.914209|-70.812783
404476787|Seabrook|85975135|Seabrook Beach|42.885153|-70.823925
404476805|Milton|85975113|Milton|43.403598|-70.989816
404476805|Milton|85975111|Milton Mills|43.503884|-70.96536
404476827|Sandwich|85975105|Center Sandwich|43.808353|-71.439388
404476935|Hopkinton|85975213|Contoocook|43.22314|-71.712993
404476941|Tilton|85975211|Tilton Northfield|43.442998|-71.593641
404476951|Conway|85975093|North Conway|44.052468|-71.124855
404476951|Conway|85975091|Conway|43.981325|-71.127516
404476963|Moultonborough|85975099|Suissevale|43.723381|-71.362212
404476967|Ossipee|85975085|Center Ossipee|43.754298|-71.151373
404476969|Tuftonboro|85975103|Melvin Village|43.689369|-71.303401
404476971|Wakefield|85975089|Union|43.491266|-71.02325
404476971|Wakefield|85975087|Sanbornville|43.552453|-71.029995
404477009|Northumberland|85975231|Groveton|44.604857|-71.520069
404477043|Swanzey|85975175|West Swanzey|42.87101|-72.322446
404477047|Walpole|85975181|Walpole|43.079259|-72.423645
404477047|Walpole|85975179|North Walpole|43.1468|-72.445913
404477129|Woodstock|85975161|North Woodstock|44.036322|-71.68946
404477175|Goffstown|85975257|Goffstown|43.021193|-71.599307
404477175|Goffstown|85975261|Pinardville|43.000983|-71.517082
404477193|Merrimack|85975251|East Merrimack|42.866824|-71.484047
404477205|Stewartstown|85975237|West Stewartstown|44.990746|-71.530789
404477239|Haverhill|85975157|Mountain Lakes|44.120537|-71.95798
404477239|Haverhill|85975151|Woodsville|44.145205|-72.028649
404477245|Hooksett|85975217|Hooksett|43.094249|-71.457068
404477245|Hooksett|85975221|South Hooksett|43.033714|-71.425445
404477249|Newbury|85975207|Blodgett Landing|43.375656|-72.039247
404477257|Pembroke|85975223|Suncook|43.13825|-71.452915
404477355|Oldmans|85976009|Pedricktown|39.761111|-75.407763
404477417|Deerfield|85976405|Rosenhayn|39.478679|-75.137911
404477423|Belleville|85976007|Silver Lake|40.780434|-74.182817
404477437|Logan|85976099|Beckett|39.756517|-75.356467
404477591|Allamuchy|85976449|Allamuchy|40.922159|-74.81149
404477591|Allamuchy|85976453|Panther Valley|40.907915|-74.841102
404477593|Frelinghuysen|85976429|Johnsonburg|40.965072|-74.878177
404477593|Frelinghuysen|85976431|Marksboro|40.988138|-74.906145
404477597|Hope|85976441|Mount Hermon|40.926779|-74.992888
404477597|Hope|85976423|Silver Lake|40.932473|-74.945189
404477597|Hope|85976443|Hope|40.909751|-74.964695
404477599|Liberty|85976455|Mountain Lake|40.8612|-74.985873
404477607|Buena Vista|85976081|Collings Lakes|39.593916|-74.881994
404477617|Galloway|85976071|Smithville|39.493342|-74.478078
404477617|Galloway|85976079|Pomona|39.468722|-74.550113
404477619|Hamilton|85976075|Mays Landing|39.452727|-74.723898
404477627|Mullica|85976077|Elwood|39.573033|-74.714827
404477661|Mount Olive|85976201|Budd Lake|40.873283|-74.737445
404477675|Rockaway|85976193|White Meadow Lake|40.923955|-74.512241
404477675|Rockaway|85976197|Lake Telemark|40.960487|-74.496695
404477677|Roxbury|85976189|Succasunna|40.850939|-74.659438
404477677|Roxbury|85976191|Kenvil|40.874674|-74.627575
404477679|Washington|85976195|Long Valley|40.782578|-74.777767
404477773|Lakewood|85976347|Lakewood|40.094253|-74.21176
404477773|Lakewood|85976331|Leisure Village East|40.037958|-74.16833
404477773|Lakewood|85976333|Leisure Village|40.044432|-74.185218
404477777|Little Egg Harbor|85976339|Mystic Island|39.565894|-74.383093
404477779|Long Beach|85976381|North Beach Haven|39.600681|-74.211897
404477781|Manchester|85976365|Crestwood Village|39.956746|-74.352399
404477781|Manchester|85976345|Leisure Knoll|40.01858|-74.290819
404477781|Manchester|85976327|Leisure Village West|40.010348|-74.280628
404477781|Manchester|85976367|Cedar Glen West|40.041738|-74.285183
404477781|Manchester|85976369|Cedar Glen Lakes|39.952676|-74.399546
404477781|Manchester|85976337|Pine Ridge at Crestwood|39.95873|-74.315855
404477781|Manchester|85976373|Pine Lake Park|40.001273|-74.259338
404477783|Ocean|85976335|Waretown|39.789776|-74.192473
404477787|Plumsted|85976321|New Egypt|40.064332|-74.528482
404477801|Stafford|85976359|Beach Haven West|39.670099|-74.233661
404477801|Stafford|85976341|Manahawkin|39.693032|-74.249305
404477801|Stafford|85976377|Ocean Acres|39.74298|-74.280398
404477803|Toms River|85976355|Dover Beaches South|39.954005|-74.080511
404477803|Toms River|85976357|Dover Beaches North|39.991974|-74.071359
404477803|Toms River|85976323|Toms River|39.99304|-74.185483
404477815|Little Falls|85976101|Singac|40.884847|-74.242973
404477833|Berkeley|85976349|Holiday Heights|39.939382|-74.257263
404477833|Berkeley|85976375|Silver Ridge|39.962025|-74.235874
404477833|Berkeley|85976353|Holiday City-Berkeley|39.963795|-74.278037
404477833|Berkeley|85976351|Holiday City South|39.953242|-74.237836
404477839|Jackson|85976329|Vista Center|40.158486|-74.322675
404477841|Lacey|85976371|Forked River|39.820199|-74.145571
404477845|Evesham|85976173|Marlton|39.901526|-74.929572
404477849|Florence|85976165|Roebling|40.116717|-74.777526
404477849|Florence|85976177|Florence|40.119222|-74.809689
404477859|Medford|85975535|Medford Lakes|39.858236|-74.805096
404477861|Moorestown|85976171|Moorestown-Lenola|39.965854|-74.964337
404477867|Mount Laurel|85976161|Ramblewood|39.932149|-74.952574
404477869|New Hanover|85975527|Wrightstown|40.026131|-74.62998
404477869|New Hanover|85976179|Fort Dix|40.006016|-74.609112
404477869|New Hanover|85976175|McGuire AFB|40.02843|-74.588273
404477891|Lower Alloways Creek|85976013|Hancocks Bridge|39.504582|-75.461211
404477899|Pittsgrove|85976017|Olivet|39.540103|-75.172778
404477917|Bridgewater|85976131|Martinsville|40.60347|-74.575492
404477917|Bridgewater|85976135|Bradley Gardens|40.571138|-74.667883
404477917|Bridgewater|85976151|Finderne|40.562587|-74.574394
404477917|Bridgewater|85976133|Green Knoll|40.604695|-74.614932
404477923|Franklin|85976129|Ten Mile Run|40.421777|-74.58905
404477923|Franklin|85976105|Clyde|40.487341|-74.513189
404477923|Franklin|85976147|Kingston|40.381745|-74.611262
404477923|Franklin|85976117|Middlebush|40.501483|-74.534859
404477923|Franklin|85976149|Somerset|40.508236|-74.500991
404477923|Franklin|85976119|Six Mile Run|40.472954|-74.533373
404477923|Franklin|85976103|Voorhees|40.482176|-74.492506
404477923|Franklin|85976115|Blackwells Mills|40.481467|-74.57134
404477923|Franklin|85976155|Franklin Center|40.532032|-74.541472
404477923|Franklin|85976157|East Rocky Hill|40.407894|-74.612818
404477923|Franklin|85976123|Pleasant Plains|40.452289|-74.569635
404477923|Franklin|85976107|Zarephath|40.536382|-74.574057
404477923|Franklin|85976121|Franklin Park|40.443873|-74.543196
404477923|Franklin|85976153|East Franklin|40.493312|-74.471095
404477923|Franklin|85976113|East Millstone|40.50117|-74.566131
404477923|Franklin|85976111|Weston|40.522433|-74.576512
404477923|Franklin|85976125|Griggstown|40.439949|-74.598962
404477929|Montgomery|85976139|Harlingen|40.449363|-74.658504
404477929|Montgomery|85976141|Blawenburg|40.405737|-74.697193
404477929|Montgomery|85976143|Skillman|40.424709|-74.713978
404477929|Montgomery|85976137|Belle Mead|40.464657|-74.672131
404477945|Dennis|85976205|Belleplain|39.266087|-74.86742
404477947|Lower|85976219|Villas|39.015738|-74.934968
404477947|Lower|85976215|Erma|38.997188|-74.893095
404477947|Lower|85976221|Diamond Beach|38.958852|-74.852009
404477947|Lower|85976213|North Cape May|38.976519|-74.951406
404477949|Middle|85976203|Whitesboro|39.041706|-74.867357
404477949|Middle|85976223|Cape May Court House|39.078948|-74.821161
404477949|Middle|85976207|Burleigh|39.048925|-74.846502
404477949|Middle|85976211|Rio Grande|39.01973|-74.876192
404477957|Pemberton|85976187|Browns Mills|39.973636|-74.568961
404477957|Pemberton|85976185|Country Lake Estates|39.948861|-74.541001
404477957|Pemberton|85976167|Presidential Lakes Estates|39.914966|-74.564797
404477957|Pemberton|85976169|Pemberton Heights|39.956414|-74.676586
404477965|Southampton|85976183|Leisuretowne|39.898684|-74.705224
404477967|Springfield|85976159|Juliustown|40.01181|-74.671159
404477993|Cherry Hill|85976229|Springdale|39.876875|-74.972275
404477993|Cherry Hill|85976247|Ashland|39.878098|-75.008485
404477993|Cherry Hill|85976231|Greentree|39.899019|-74.961431
404477993|Cherry Hill|85976245|Barclay|39.901243|-75.000829
404477993|Cherry Hill|85976241|Cherry Hill Mall|39.93835|-75.011557
404477993|Cherry Hill|85976227|Ellisburg|39.919889|-75.009336
404477993|Cherry Hill|85976233|Golden Triangle|39.92881|-75.039943
404477993|Cherry Hill|85976225|Kingston Estates|39.918797|-74.989877
404478001|Gloucester|85976243|Blackwood|39.798199|-75.062887
404478001|Gloucester|85976237|Glendora|39.840536|-75.06764
404478037|Voorhees|85976239|Echelon|39.848268|-74.995741
404478043|Millburn|85976003|Short Hills|40.739022|-74.327897
404478047|Montclair|85975999|Upper Montclair|40.842657|-74.201771
404478067|Upper|85976209|Strathmere|39.195537|-74.660398
404478077|Commercial|85976409|Laurel Lake|39.326497|-75.030574
404478077|Commercial|85976407|Port Norris|39.249899|-75.041255
404478083|Fairfield|85976411|Fairton|39.375854|-75.213018
404478089|Lawrence|85976413|Cedarville|39.338214|-75.206871
404478095|Upper Deerfield|85976403|Seabrook Farms|39.501513|-75.218988
404478101|Bloomfield|85976005|Brookdale|40.83482|-74.179785
404478161|Clinton|85976251|Annandale|40.646838|-74.888177
404478169|Deptford|85976093|Oak Valley|39.805395|-75.158855
404478179|Greenwich|85976097|Gibbstown|39.823317|-75.2782
404478181|Harrison|85976095|Mullica Hill|39.726631|-75.219143
404478181|Harrison|85976083|Richwood|39.714057|-75.173513
404478185|Monroe|85976087|Victory Lakes|39.630412|-74.966084
404478185|Monroe|85976085|Williamstown|39.687358|-74.978621
404478197|Washington|85976089|Turnersville|39.766571|-75.061375
404478201|Old Bridge|85976295|Brownville|40.400892|-74.29591
404478201|Old Bridge|85976269|Madison Park|40.446072|-74.295956
404478201|Old Bridge|85976273|Laurence Harbor|40.448897|-74.249547
404478201|Old Bridge|85976317|Old Bridge|40.39467|-74.332298
404478203|Piscataway|85976303|Society Hill|40.534366|-74.457704
404478205|Plainsboro|85976315|Plainsboro Center|40.331113|-74.593721
404478205|Plainsboro|85976311|Princeton Meadows|40.333279|-74.562709
404478211|South Brunswick|85976279|Heathcote|40.390678|-74.575589
404478211|South Brunswick|85976275|Kendall Park|40.413751|-74.562697
404478211|South Brunswick|85976283|Dayton|40.381558|-74.513779
404478211|South Brunswick|85976319|Monmouth Junction|40.380821|-74.54385
404478217|Woodbridge|85976281|Fords|40.541581|-74.312367
404478217|Woodbridge|85976291|Colonia|40.592901|-74.315133
404478217|Woodbridge|85976299|Woodbridge|40.555207|-74.284831
404478217|Woodbridge|85976277|Iselin|40.570116|-74.317115
404478217|Woodbridge|85976297|Avenel|40.583972|-74.272134
404478217|Woodbridge|85976305|Sewaren|40.550814|-74.260533
404478217|Woodbridge|85976313|Port Reading|40.564176|-74.24705
404478237|Readington|85976249|White House Station|40.61593|-74.772099
404478247|East Windsor|85976393|Twin Rivers|40.262955|-74.491386
404478251|Hamilton|85976389|Yardville|40.184925|-74.660031
404478251|Hamilton|85976387|Hamilton Square|40.22494|-74.65255
404478251|Hamilton|85976391|White Horse|40.192063|-74.702147
404478251|Hamilton|85976399|Mercerville|40.236051|-74.691687
404478251|Hamilton|85976385|Groveville|40.167823|-74.651317
404478255|Lawrence|85976401|Lawrenceville|40.301773|-74.737838
404478267|West Windsor|85976395|Princeton Junction|40.32067|-74.623665
404478287|Monroe|85976287|Concordia|40.311675|-74.447699
404478287|Monroe|85976293|Clearbrook Park|40.309644|-74.464359
404478287|Monroe|85976301|Whittingham|40.329824|-74.445111
404478287|Monroe|85976309|Rossmoor|40.335984|-74.472542
404478291|Wall|85976031|West Belmar|40.170665|-74.037579
404478291|Wall|85976069|Allenwood|40.138482|-74.103074
404478319|Aberdeen|85976065|Cliffwood Beach|40.442704|-74.217775
404478319|Aberdeen|85976035|Strathmore|40.401865|-74.21935
404478343|Freehold|85976029|West Freehold|40.232362|-74.294318
404478343|Freehold|85976063|East Freehold|40.271769|-74.242561
404478349|Howell|85976041|Ramtown|40.114413|-74.149041
404478363|Manalapan|85976027|Yorketown|40.30641|-74.338518
404478365|Marlboro|85976053|Robertsville|40.33953|-74.293942
404478365|Marlboro|85976025|Morganville|40.375639|-74.24451
404478371|Middletown|85976059|Leonardo|40.41907|-74.059829
404478371|Middletown|85976049|North Middletown|40.438983|-74.118548
404478371|Middletown|85976067|Belford|40.426003|-74.08035
404478371|Middletown|85976057|Lincroft|40.339081|-74.128182
404478371|Middletown|85976043|Port Monmouth|40.433677|-74.100908
404478371|Middletown|85976061|Fairview|40.365817|-74.080379
404478371|Middletown|85976051|Navesink|40.401962|-74.038755
404478375|Neptune|85976039|Shark River Hills|40.193496|-74.047629
404478375|Neptune|85976045|Ocean Grove|40.21201|-74.007185
404478379|Ocean|85976047|Oakhurst|40.260676|-74.026241
404478379|Ocean|85976033|Wanamassa|40.236626|-74.029393
404478385|Rumson|85975405|Rumson|40.362593|-74.004598
404478385|Rumson|85975403|Sea Bright|40.364725|-73.97693
404478417|Franklin|85976463|New Village|40.718409|-75.077243
404478417|Franklin|85976471|Asbury|40.700356|-75.012154
404478417|Franklin|85976461|Broadway|40.735574|-75.049531
404478419|Greenwich|85976439|Upper Stewartsville|40.702784|-75.119379
404478419|Greenwich|85976427|Stewartsville|40.693943|-75.111442
404478419|Greenwich|85976483|Greenwich|40.684908|-75.133821
404478427|Harmony|85976481|Harmony|40.750125|-75.140036
404478427|Harmony|85976479|Brainards|40.771764|-75.169933
404478427|Harmony|85976477|Hutchinson|40.781808|-75.125166
404478429|Independence|85976493|Vienna|40.869821|-74.880983
404478429|Independence|85976495|Great Meadows|40.876947|-74.903768
404478431|Knowlton|85976447|Hainesburg|40.954257|-75.063044
404478431|Knowlton|85976435|Delaware|40.890763|-75.066565
404478431|Knowlton|85976437|Columbia|40.92596|-75.094444
404478453|Byram|85976261|Byram Center|40.93989|-74.717074
404478455|Frankford|85976263|Ross Corner|41.127516|-74.713343
404478463|Hampton|85976259|Crandon Lakes|41.123431|-74.840346
404478479|Sparta|85976255|Lake Mohawk|41.015011|-74.66389
404478483|Vernon|85976265|Vernon Center|41.187401|-74.501563
404478483|Vernon|85976267|Vernon Valley|41.239555|-74.483367
404478483|Vernon|85976257|Highland Lake|41.174204|-74.455916
404478521|Lopatcong|85976465|Lopatcong Overlook|40.697399|-75.145302
404478521|Lopatcong|85976485|Delaware Park|40.705109|-75.188281
404478523|Mansfield|85976459|Anderson|40.761467|-74.930465
404478523|Mansfield|85976457|Port Murray|40.791219|-74.913749
404478523|Mansfield|85976421|Beattystown|40.822257|-74.850214
404478529|Pohatcong|85976467|Finesville|40.611199|-75.170672
404478529|Pohatcong|85976425|Upper Pohatcong|40.677469|-75.155801
404478533|Washington|85976419|Brass Castle|40.762131|-75.013922
404478533|Washington|85976473|Port Colden|40.768259|-74.954121
404478535|White|85976489|Buttzville|40.831135|-75.005135
404478535|White|85976491|Bridgeville|40.837104|-75.024417
404478535|White|85976475|Brookfield|40.818346|-75.061208
404478977|Mabel|85982675|Sutton|47.403795|-98.441035
404478983|Tyrol|85982677|Jessie|47.540189|-98.229147
404479231|Chester|85982307|Emerado|47.923919|-97.36549
404479321|Elling|85982685|Orrin|48.090938|-100.167109
404479327|Hagel|85982687|Selz|47.859404|-99.893412
404479385|Sandoun|85982723|McLeod|46.388675|-97.298694
404479471|Hall|85982745|De Lamere|46.266823|-97.333318
404479477|Yellowstone|85982711|East Fairview|47.855461|-104.03744
404479523|East Morton|85982667|Harmon|46.944382|-100.952656
404479585|North Sioux|85982719|Cannon Ball|46.317284|-100.63574
404479585|North Sioux|85982721|Porcupine|46.221838|-101.100104
404480009|Sundre|85982737|Logan|48.155721|-101.166375
404480183|West Bay|85982231|Minnewaukan|48.074684|-99.25874
404480341|Keller|85982673|Larson|48.891573|-102.862564
404480585|Harwood|85982695|Brooktree Park|47.003884|-96.895693
404480589|Howes|85982693|Embden|46.805031|-97.439506
404480607|Mekinock|85982705|Grand Forks AFB|47.954934|-97.386643
404480641|Elm|85982653|Heil|46.389194|-101.701151
404480993|Fort Berthold|85982717|Four Bears Village|47.987034|-102.593855
404480993|Fort Berthold|85982713|Mandaree|47.735834|-102.67544
404481025|Killdeer|85982671|Manning|47.231035|-102.770375
404481297|North Pierce|85982689|Barton|48.50918|-100.173414
404481383|Elliott|85982725|Englevale|46.391177|-97.903831
404481521|East Rolette|85981867|Rolla|48.853167|-99.614357
404481525|North Rolette|85982659|East Dunseith|48.854614|-100.028458
404481535|Turtle Mountain|85982665|Green Acres|48.838133|-99.690092
404481535|Turtle Mountain|85982663|Shell Valley|48.810801|-99.82728
404481535|Turtle Mountain|85982657|Belcourt|48.841696|-99.744713
404481579|Fort Berthold|85982707|White Shield|47.660159|-101.843561
404481747|Whitestone Hill|85982639|Gwinner|46.235785|-97.669621
404481837|Farmington|85982729|Auburn|48.506563|-97.436844
404481837|Farmington|85982727|Nash|48.477824|-97.524453
404481947|Waterford|85982739|Minot AFB|48.421034|-101.338285
404482471|Eureka|85982735|Ruthville|48.370813|-101.300235
404482523|Pittsburgh|101718719|West Homestead|40.397737|-79.918576
404482523|Pittsburgh|101718805|Pittsburgh|40.439623|-79.976259
404482643|Albany|101719265|Kempton|40.627748|-75.854658
404482645|Alsace|101719245|Alsace Manor|40.397293|-75.854591
404482647|Amity|101719225|Amity Gardens|40.271921|-75.732075
404482647|Amity|101719169|Douglassville|40.257642|-75.725071
404482655|Brecknock|101719243|Alleghenyville|40.23253|-75.975878
404482697|Freedom|101718887|East Freedom|40.35733|-78.436577
404482873|Penn|101720143|Nixon|40.784405|-79.934002
404482933|Sadsbury|101720383|Pomeroy|39.963888|-75.884952
404483023|Porter|101719883|Lamar|41.009463|-77.530569
404483041|Main|101720239|Mainville|40.979894|-76.370784
404483087|Curtin|101720127|Orviston|41.107341|-77.753355
404483089|Halfmoon|101720105|Stormstown|40.788953|-78.019142
404483091|Miles|101720081|Madisonburg|40.928327|-77.518869
404483091|Miles|101720099|Rebersburg|40.942677|-77.44403
404483109|Mifflin|101720243|Mifflinville|41.030686|-76.299581
404483119|Sugarloaf|101720229|Jamison City|41.298347|-76.369017
404483137|Randolph|101718929|Guys Mills|41.630796|-79.97591
404483151|West Shenango|101718907|Pymatuning South|41.50676|-80.470177
404483269|Perry|101719871|Mount Morris|39.734193|-80.075445
404483271|Wayne|101719843|Brave|39.726311|-80.259204
404483303|Derry|101719835|Palmdale|40.296255|-76.623298
404483303|Derry|101719813|Hershey|40.280577|-76.645835
404483345|Fox|101719009|Kersey|41.356988|-78.610106
404483347|Jay|101719015|Weedville|41.276408|-78.490225
404483347|Jay|101719019|Force|41.25804|-78.503478
404483347|Jay|101719021|Byrnedale|41.291513|-78.50222
404483375|Bart|101720423|Georgetown|39.942601|-76.078965
404483385|Fulton|101720447|Wakefield|39.776601|-76.180309
404483435|South Londonderry|101719379|Campbelltown|40.276091|-76.584742
404483435|South Londonderry|101719401|Timber Hills|40.245608|-76.483765
404483447|Washington|101719955|Slatedale|40.743835|-75.658317
404483473|Canoe|101718969|Rossiter|40.899045|-78.935541
404483531|Jackson|101719349|Chase|41.280127|-75.964923
404483595|Tunkhannock|101720027|Indian Mountain Lake|41.000282|-75.505791
404483605|Lower Frederick|101719697|Spring Mount|40.275469|-75.465074
404483609|Lower Salford|101719585|Harleysville|40.27918|-75.387236
